time,car_cnt,request_cnt,ride_cnt,waiting_time,fare,distance,target,temp_max,temp_min,rain(mm),humidity_max(%),humidity_min(%),sunshine(MJ/m2),year,month,week,weekday,holiday,7days_waiting_time
2021-07-15,555,4463,3930,25.6,2197,8233,27.3,35.0,24.2,0.0,86.0,48.0,26.76,2021,7,28,3,0.0,25.642857142857142
2021-07-16,526,4411,3879,27.3,2156,8004,20.6,32.8,24.7,0.0,80.0,51.0,22.58,2021,7,28,4,0.0,25.071428571428573
2021-07-17,322,1669,1550,20.6,2271,9060,18.6,34.0,25.7,0.0,79.0,46.0,23.37,2021,7,28,5,1.0,24.442857142857143
2021-07-18,251,859,809,18.6,2522,11253,28.2,30.2,24.1,67.4,94.0,63.0,10.07,2021,7,28,6,1.0,24.085714285714285
2021-07-19,559,4598,4099,28.2,2152,7872,26.4,31.7,23.7,0.0,93.0,60.0,14.62,2021,7,29,0,0.0,24.28571428571429
2021-07-20,551,4822,4306,26.4,2165,7957,25.0,35.1,25.3,0.0,89.0,41.0,24.1,2021,7,29,1,0.0,24.257142857142856
2021-07-21,576,4567,4150,25.0,2173,8090,24.3,35.7,26.6,0.0,78.0,40.0,27.69,2021,7,29,2,0.0,24.52857142857143
2021-07-22,573,4547,4110,24.3,2169,7916,28.0,35.7,27.2,0.0,73.0,44.0,26.91,2021,7,29,3,0.0,24.342857142857145
2021-07-23,569,4666,4170,28.0,2188,8154,24.5,36.3,26.9,0.0,75.0,38.0,27.78,2021,7,29,4,0.0,24.442857142857143
2021-07-24,285,1706,1588,24.5,2329,9500,18.4,35.7,27.2,0.0,73.0,40.0,27.63,2021,7,29,5,1.0,25.0
2021-07-25,240,929,887,18.4,2437,10615,27.9,35.4,27.5,0.0,71.0,42.0,29.3,2021,7,29,6,1.0,24.97142857142857
2021-07-26,536,4596,4177,27.9,2161,7948,26.7,35.2,27.9,0.0,71.0,45.0,17.22,2021,7,30,0,0.0,24.928571428571427
2021-07-27,540,4604,4134,26.7,2183,8165,27.7,34.5,27.1,0.0,76.0,52.0,16.38,2021,7,30,1,0.0,24.97142857142857
2021-07-28,534,4549,4070,27.7,2178,8082,27.2,33.2,27.1,0.0,84.0,58.0,14.86,2021,7,30,2,0.0,25.357142857142858
2021-07-29,528,4424,3982,27.2,2202,8283,26.7,35.2,25.8,0.0,80.0,46.0,21.86,2021,7,30,3,0.0,25.771428571428572
2021-07-30,528,4227,3822,26.7,2181,8127,21.9,34.2,26.8,3.0,88.0,53.0,21.19,2021,7,30,4,0.0,25.585714285714285
2021-07-31,295,1680,1573,21.9,2260,8945,19.4,28.7,25.3,20.3,95.0,70.0,6.56,2021,7,30,5,1.0,25.214285714285715
2021-08-01,246,936,895,19.4,2481,10912,22.0,28.5,25.1,2.4,95.0,70.0,8.42,2021,8,30,6,1.0,25.357142857142858
2021-08-02,541,4319,3899,22.0,2162,7926,25.1,31.3,24.2,0.0,92.0,62.0,13.25,2021,8,31,0,0.0,24.514285714285716
2021-08-03,510,4375,3962,25.1,2173,8074,25.4,32.8,26.4,0.0,87.0,55.0,19.55,2021,8,31,1,0.0,24.285714285714285
2021-08-04,523,4499,4124,25.4,2175,8151,27.6,33.5,25.6,0.0,83.0,54.0,20.51,2021,8,31,2,0.0,23.957142857142856
2021-08-05,520,4475,4059,27.6,2183,8146,25.8,31.9,26.2,0.0,80.0,58.0,18.13,2021,8,31,3,0.0,24.014285714285712
2021-08-06,523,4268,3860,25.8,2190,8289,23.4,32.0,23.4,0.0,83.0,48.0,23.48,2021,8,31,4,0.0,23.885714285714283
2021-08-07,282,1732,1620,23.4,2340,9609,20.6,32.0,24.5,12.7,86.0,59.0,11.91,2021,8,31,5,1.0,24.099999999999998
2021-08-08,234,1005,954,20.6,2573,11642,27.1,33.6,23.3,0.0,82.0,44.0,24.73,2021,8,31,6,1.0,24.271428571428572
2021-08-09,556,4883,4462,27.1,2149,7768,33.6,31.7,24.3,0.0,70.0,48.0,20.07,2021,8,32,0,0.0,25.0
2021-08-10,506,4828,4265,33.6,2189,8109,30.8,31.4,24.2,0.0,85.0,52.0,16.55,2021,8,32,1,0.0,26.214285714285715
2021-08-11,516,4613,4114,30.8,2189,8145,30.9,31.1,24.1,0.0,83.0,52.0,14.8,2021,8,32,2,0.0,26.98571428571429
2021-08-12,517,4560,4039,30.9,2181,8151,36.8,30.0,23.4,0.0,84.0,58.0,12.03,2021,8,32,3,0.0,27.457142857142856
2021-08-13,485,4560,3923,36.8,2193,8167,26.9,30.2,23.5,0.0,75.0,53.0,15.6,2021,8,32,4,0.0,29.028571428571432
2021-08-14,280,1814,1648,26.9,2362,9830,24.7,32.1,21.7,0.0,76.0,44.0,23.31,2021,8,32,5,1.0,29.528571428571432
2021-08-15,190,1137,1059,24.7,2530,11232,40.0,32.7,22.6,0.0,76.0,41.0,23.19,2021,8,32,6,1.0,30.114285714285717
2021-08-16,253,2579,2148,40.0,2299,9181,29.7,31.0,22.2,9.3,89.0,48.0,17.49,2021,8,33,0,0.0,31.957142857142856
2021-08-17,548,4884,4372,29.7,2165,7954,32.0,30.3,20.7,5.6,92.0,49.0,17.87,2021,8,33,1,0.0,31.4
2021-08-18,524,4685,4093,32.0,2164,8049,30.3,31.0,21.0,0.0,70.0,44.0,20.95,2021,8,33,2,0.0,31.571428571428573
2021-08-19,543,4780,4235,30.3,2188,8147,35.4,30.3,22.7,0.0,73.0,52.0,17.21,2021,8,33,3,0.0,31.485714285714288
2021-08-20,496,4697,4058,35.4,2198,8286,24.2,25.5,21.4,62.8,99.0,76.0,6.31,2021,8,33,4,0.0,31.285714285714285
2021-08-21,300,1647,1509,24.2,2290,9088,21.6,26.6,22.5,0.0,93.0,69.0,8.64,2021,8,33,5,1.0,30.9
2021-08-22,240,1175,1115,21.6,2412,10233,33.3,24.0,21.0,7.4,95.0,81.0,3.81,2021,8,33,6,1.0,30.45714285714286
2021-08-23,566,5184,4501,33.3,2152,7850,32.8,26.4,21.1,10.5,97.0,90.0,4.58,2021,8,34,0,0.0,29.5
2021-08-24,535,4912,4242,32.8,2144,7797,30.9,27.2,23.6,0.3,96.0,74.0,8.96,2021,8,34,1,0.0,29.942857142857147
2021-08-25,556,5035,4416,30.9,2165,7939,33.7,27.7,22.9,0.7,93.0,76.0,8.07,2021,8,34,2,0.0,29.785714285714285
2021-08-26,522,4858,4237,33.7,2184,8155,38.5,25.5,20.5,0.9,91.0,73.0,3.01,2021,8,34,3,0.0,30.271428571428572
2021-08-27,522,4881,4157,38.5,2191,8157,30.6,27.9,19.8,0.0,94.0,59.0,15.44,2021,8,34,4,0.0,30.714285714285715
2021-08-28,316,2015,1838,30.6,2379,9869,20.9,26.1,22.0,0.9,93.0,68.0,9.6,2021,8,34,5,1.0,31.62857142857143
2021-08-29,290,1208,1139,20.9,2463,10571,29.3,27.6,21.3,0.0,91.0,60.0,12.46,2021,8,34,6,1.0,31.52857142857143
2021-08-30,566,4906,4357,29.3,2191,8153,45.0,23.1,18.1,73.0,100.0,80.0,2.39,2021,8,35,0,0.0,30.957142857142856
2021-08-31,530,4978,4148,45.0,2186,8094,28.6,23.7,18.5,5.2,100.0,72.0,7.24,2021,8,35,1,0.0,32.699999999999996
2021-09-01,568,4903,4349,28.6,2185,8117,29.8,26.7,20.7,0.0,79.0,59.0,13.24,2021,9,35,2,0.0,32.371428571428574
2021-09-02,569,4968,4391,29.8,2190,8177,32.4,29.0,20.6,0.0,85.0,40.0,24.64,2021,9,35,3,0.0,31.814285714285713
2021-09-03,571,4874,4265,32.4,2227,8446,29.6,28.5,18.6,0.0,70.0,45.0,20.58,2021,9,35,4,0.0,30.942857142857143
2021-09-04,290,2031,1848,29.6,2368,9787,21.1,26.9,19.4,0.0,70.0,53.0,15.83,2021,9,35,5,1.0,30.8
2021-09-05,267,1266,1200,21.1,2494,11012,33.8,26.3,18.5,9.9,93.0,52.0,12.02,2021,9,35,6,1.0,30.82857142857143
2021-09-06,587,5366,4673,33.8,2168,7982,41.1,20.9,17.6,31.4,100.0,95.0,1.8,2021,9,36,0,0.0,31.47142857142857
2021-09-07,535,5072,4279,41.1,2185,8043,36.7,26.7,19.0,1.9,98.0,60.0,18.18,2021,9,36,1,0.0,30.914285714285715
2021-09-08,546,5135,4426,36.7,2210,8272,39.5,29.0,19.2,0.0,94.0,48.0,18.9,2021,9,36,2,0.0,32.07142857142857
2021-09-09,543,5158,4453,39.5,2204,8311,37.5,28.8,19.5,0.0,90.0,50.0,16.96,2021,9,36,3,0.0,33.45714285714286
2021-09-10,551,5085,4346,37.5,2205,8335,29.3,29.3,20.0,0.0,92.0,50.0,19.54,2021,9,36,4,0.0,34.18571428571429
2021-09-11,310,2070,1869,29.3,2331,9420,22.5,29.8,19.4,0.0,81.0,42.0,22.15,2021,9,36,5,1.0,34.142857142857146
2021-09-12,256,1365,1302,22.5,2514,11218,36.5,30.2,20.9,0.0,81.0,52.0,17.61,2021,9,36,6,1.0,34.34285714285714
2021-09-13,581,5339,4664,36.5,2180,8076,45.7,29.4,20.0,0.0,86.0,43.0,21.88,2021,9,37,0,0.0,34.728571428571435
2021-09-14,546,5156,4373,45.7,2209,8300,45.3,28.8,19.7,0.0,73.0,45.0,22.62,2021,9,37,1,0.0,35.385714285714286
2021-09-15,558,5263,4327,45.3,2226,8434,48.0,27.1,18.1,0.0,75.0,47.0,20.18,2021,9,37,2,0.0,36.614285714285714
2021-09-16,553,5306,4332,48.0,2232,8543,49.2,27.9,20.6,0.0,72.0,47.0,18.05,2021,9,37,3,0.0,37.82857142857143
2021-09-17,513,4923,3970,49.2,2225,8536,29.8,29.3,19.0,0.0,80.0,46.0,19.77,2021,9,37,4,0.0,39.5
2021-09-18,304,2068,1912,29.8,2404,10119,23.0,27.5,21.2,0.0,77.0,51.0,13.97,2021,9,37,5,1.0,39.57142857142857
2021-09-19,251,1311,1228,23.0,2573,11614,22.7,28.0,19.1,0.0,81.0,50.0,19.86,2021,9,37,6,1.0,39.642857142857146
2021-09-20,225,1504,1267,22.7,2351,9820,31.4,26.1,19.5,41.6,98.0,62.0,11.84,2021,9,38,0,1.0,37.67142857142858
2021-09-21,233,1524,1259,31.4,2568,11822,23.0,24.1,16.8,31.0,98.0,58.0,14.89,2021,9,38,1,1.0,35.628571428571426
2021-09-22,266,1481,1301,23.0,2407,10285,28.7,25.6,16.9,0.0,86.0,52.0,18.01,2021,9,38,2,1.0,32.44285714285714
2021-09-23,535,4867,4276,28.7,2224,8477,37.3,26.8,16.8,0.0,88.0,48.0,18.34,2021,9,38,3,0.0,29.685714285714287
2021-09-24,518,5058,4320,37.3,2214,8391,27.3,23.0,18.7,0.0,79.0,67.0,7.2,2021,9,38,4,0.0,27.985714285714284
2021-09-25,299,2043,1859,27.3,2352,9821,22.4,27.2,18.5,0.0,80.0,51.0,18.13,2021,9,38,5,1.0,27.628571428571426
2021-09-26,251,1365,1306,22.4,2493,10996,37.7,24.6,18.7,0.0,73.0,55.0,11.36,2021,9,38,6,1.0,27.54285714285714
2021-09-27,562,5296,4613,37.7,2188,8150,46.7,24.3,19.6,1.2,94.0,56.0,9.29,2021,9,39,0,0.0,29.685714285714287
2021-09-28,514,5323,4386,46.7,2211,8340,39.8,21.2,18.3,13.2,98.0,87.0,2.85,2021,9,39,1,0.0,31.87142857142857
2021-09-29,559,5157,4380,39.8,2183,8142,44.4,25.8,16.1,0.0,99.0,63.0,17.21,2021,9,39,2,0.0,34.271428571428565
2021-09-30,524,5049,4255,44.4,2220,8445,44.8,27.2,17.0,12.7,95.0,45.0,18.42,2021,9,39,3,0.0,36.51428571428571
2021-10-01,528,5194,4308,44.8,2253,8692,29.4,26.2,16.5,0.6,95.0,53.0,16.92,2021,10,39,4,0.0,37.58571428571429
2021-10-02,306,2107,1927,29.4,2377,9925,23.3,28.7,17.1,0.0,95.0,40.0,17.47,2021,10,39,5,1.0,37.885714285714286
2021-10-03,272,1367,1273,23.3,2548,11169,31.1,25.5,19.3,3.6,92.0,71.0,2.97,2021,10,39,6,1.0,38.01428571428572
2021-10-04,274,2480,2076,31.1,2309,9275,37.1,26.4,22.1,0.0,90.0,66.0,8.11,2021,10,40,0,0.0,37.07142857142857
2021-10-05,565,5310,4600,37.1,2190,8090,47.1,21.7,18.0,6.4,99.0,84.0,3.26,2021,10,40,1,0.0,35.699999999999996
2021-10-06,530,5274,4324,47.1,2209,8337,38.4,21.8,18.2,4.6,95.0,75.0,4.86,2021,10,40,2,0.0,36.74285714285714
2021-10-07,552,5071,4375,38.4,2216,8396,47.4,20.0,17.5,3.5,94.0,85.0,2.8,2021,10,40,3,0.0,35.885714285714286
2021-10-08,554,5232,4244,47.4,2219,8380,27.4,24.0,18.6,0.4,91.0,73.0,7.05,2021,10,40,4,0.0,36.25714285714285
2021-10-09,296,1780,1624,27.4,2395,9991,21.2,24.1,15.1,13.9,95.0,81.0,3.12,2021,10,40,5,1.0,35.97142857142857
2021-10-10,279,1325,1243,21.2,2477,10604,23.1,17.5,12.6,0.6,91.0,68.0,8.47,2021,10,40,6,1.0,35.67142857142857
2021-10-11,333,2450,2148,23.1,2286,9033,41.5,21.3,15.8,0.0,78.0,55.0,11.55,2021,10,41,0,0.0,34.52857142857143
2021-10-12,565,5431,4685,41.5,2229,8519,37.7,25.0,14.9,0.0,75.0,52.0,17.28,2021,10,41,1,0.0,35.15714285714286
2021-10-13,555,5251,4510,37.7,2231,8460,39.0,23.8,17.4,0.0,86.0,54.0,12.85,2021,10,41,2,0.0,33.81428571428571
2021-10-14,543,5155,4436,39.0,2224,8420,39.6,21.4,17.0,0.0,85.0,58.0,7.21,2021,10,41,3,0.0,33.9
2021-10-15,541,5101,4345,39.6,2240,8602,37.4,18.1,4.4,0.0,64.0,32.0,8.78,2021,10,41,4,0.0,32.785714285714285
2021-10-16,288,2111,1859,37.4,2399,10013,21.4,10.6,1.3,0.0,48.0,27.0,18.71,2021,10,41,5,1.0,34.214285714285715
2021-10-17,289,1312,1261,21.4,2540,11269,39.6,15.7,2.9,3.2,91.0,38.0,12.08,2021,10,41,6,1.0,34.24285714285715
2021-10-18,547,5144,4412,39.6,2213,8275,38.8,14.5,7.7,6.8,94.0,49.0,13.34,2021,10,42,0,0.0,36.6
2021-10-19,547,5150,4415,38.8,2195,8118,42.8,15.5,4.8,0.0,85.0,38.0,16.7,2021,10,42,1,0.0,36.214285714285715
2021-10-20,550,5219,4408,42.8,2251,8609,38.4,15.8,5.0,0.0,86.0,40.0,5.13,2021,10,42,2,0.0,36.94285714285714
2021-10-21,546,5073,4388,38.4,2249,8663,37.9,17.2,5.2,0.0,85.0,34.0,16.45,2021,10,42,3,0.0,36.857142857142854
2021-10-22,550,5138,4345,37.9,2241,8587,36.1,18.3,5.9,0.0,80.0,30.0,16.25,2021,10,42,4,0.0,36.614285714285714
2021-10-23,276,2157,1848,36.1,2395,10073,24.8,17.6,6.1,0.0,84.0,38.0,15.97,2021,10,42,5,1.0,36.42857142857143
2021-10-24,257,1489,1370,24.8,2567,11660,44.1,17.3,6.4,0.0,88.0,39.0,11.74,2021,10,42,6,1.0,36.91428571428571
2021-10-25,539,5003,4216,44.1,2215,8371,41.6,18.7,7.7,0.0,90.0,50.0,13.08,2021,10,43,0,0.0,37.55714285714286
2021-10-26,552,5224,4450,41.6,2238,8578,43.7,18.0,10.3,0.0,92.0,34.0,14.72,2021,10,43,1,0.0,37.957142857142856
2021-10-27,550,5252,4471,43.7,2248,8646,45.5,19.4,7.2,0.0,74.0,32.0,15.58,2021,10,43,2,0.0,38.08571428571429
2021-10-28,538,5201,4431,45.5,2241,8548,45.8,20.5,10.6,0.0,66.0,37.0,14.16,2021,10,43,3,0.0,39.1
2021-10-29,530,5075,4234,45.8,2255,8718,46.6,17.6,11.1,0.0,70.0,49.0,6.35,2021,10,43,4,0.0,40.228571428571435
2021-10-30,277,2171,1801,46.6,2417,10280,24.2,19.9,9.2,0.7,88.0,48.0,12.25,2021,10,43,5,1.0,41.728571428571435
2021-10-31,300,1535,1417,24.2,2528,11159,36.8,16.8,10.4,0.0,94.0,53.0,11.32,2021,10,43,6,1.0,41.642857142857146
2021-11-01,573,5138,4458,36.8,2214,8282,37.8,16.7,8.0,0.0,96.0,52.0,12.69,2021,11,44,0,0.0,40.60000000000001
2021-11-02,571,5196,4504,37.8,2219,8404,42.2,17.0,7.7,0.0,89.0,37.0,13.24,2021,11,44,1,0.0,40.05714285714286
2021-11-03,561,5182,4476,42.2,2241,8611,35.7,16.0,8.6,0.0,92.0,65.0,6.9,2021,11,44,2,0.0,39.84285714285714
2021-11-04,583,5270,4580,35.7,2233,8545,36.6,20.2,7.9,0.0,96.0,29.0,12.76,2021,11,44,3,0.0,38.44285714285714
2021-11-05,567,5083,4362,36.6,2258,8683,52.8,21.1,8.9,0.0,82.0,35.0,12.8,2021,11,44,4,0.0,37.128571428571426
2021-11-06,266,2249,1766,52.8,2452,10602,31.8,20.9,9.7,0.0,77.0,42.0,12.2,2021,11,44,5,1.0,38.01428571428572
2021-11-07,249,1720,1525,31.8,2501,10880,44.0,15.5,4.7,25.5,93.0,56.0,2.57,2021,11,44,6,1.0,39.1
2021-11-08,574,5261,4355,44.0,2189,8021,43.5,6.4,3.1,2.2,90.0,73.0,3.4,2021,11,45,0,0.0,40.128571428571426
2021-11-09,557,5362,4515,43.5,2220,8321,44.6,7.1,0.7,0.3,90.0,55.0,8.8,2021,11,45,1,0.0,40.94285714285714
2021-11-10,562,5330,4493,44.6,2238,8530,42.0,9.1,2.3,0.0,81.0,51.0,9.68,2021,11,45,2,0.0,41.285714285714285
2021-11-11,565,5184,4426,42.0,2232,8483,38.8,8.2,1.5,0.0,74.0,40.0,13.47,2021,11,45,3,0.0,42.18571428571429
2021-11-12,571,5227,4360,38.8,2246,8618,42.1,12.9,0.6,0.0,79.0,50.0,9.9,2021,11,45,4,0.0,42.5
2021-11-13,301,2317,1908,42.1,2385,9889,25.8,16.2,7.9,0.0,83.0,39.0,10.52,2021,11,45,5,1.0,40.971428571428575
2021-11-14,252,1507,1408,25.8,2508,11124,39.5,15.7,5.9,0.0,94.0,37.0,11.39,2021,11,45,6,1.0,40.114285714285714
2021-11-15,566,5262,4554,39.5,2225,8430,45.1,13.3,4.6,0.0,91.0,35.0,12.07,2021,11,46,0,0.0,39.471428571428575
2021-11-16,546,5105,4358,45.1,2261,8749,43.8,12.2,2.7,0.0,87.0,37.0,11.0,2021,11,46,1,0.0,39.699999999999996
2021-11-17,547,5089,4302,43.8,2252,8676,37.6,15.8,7.8,0.0,83.0,60.0,5.68,2021,11,46,2,0.0,39.58571428571429
2021-11-18,541,5043,4213,37.6,2211,8236,44.0,16.4,10.8,0.0,94.0,66.0,4.98,2021,11,46,3,0.0,38.957142857142856
2021-11-19,533,5206,4190,44.0,2256,8635,51.8,15.5,7.0,0.0,94.0,46.0,8.62,2021,11,46,4,0.0,39.699999999999996
2021-11-20,253,2169,1711,51.8,2424,10332,31.4,13.1,8.6,0.0,92.0,59.0,3.3,2021,11,46,5,1.0,41.08571428571429
2021-11-21,237,1639,1470,31.4,2484,10740,42.2,7.6,-0.4,7.2,92.0,48.0,8.99,2021,11,46,6,1.0,41.885714285714286
2021-11-22,549,5252,4485,42.2,2188,8115,45.4,2.0,-3.5,0.0,75.0,50.0,8.4,2021,11,47,0,0.0,42.271428571428565
2021-11-23,546,5244,4427,45.4,2190,8112,42.3,8.9,-2.5,0.0,71.0,58.0,7.93,2021,11,47,1,0.0,42.31428571428571
2021-11-24,568,5169,4417,42.3,2200,8258,44.4,9.8,3.1,0.0,81.0,34.0,10.25,2021,11,47,2,0.0,42.1
2021-11-25,550,5164,4370,44.4,2196,8179,43.0,7.1,-0.4,0.0,70.0,37.0,7.6,2021,11,47,3,0.0,43.07142857142857
2021-11-26,531,5135,4189,43.0,2217,8364,50.5,9.9,-1.3,0.0,70.0,31.0,11.85,2021,11,47,4,0.0,42.92857142857143
2021-11-27,260,2096,1681,50.5,2429,10383,31.0,12.0,-1.3,0.0,73.0,29.0,11.02,2021,11,47,5,1.0,42.74285714285714
2021-11-28,229,1531,1350,31.0,2527,11095,41.0,13.3,2.6,0.0,71.0,49.0,7.47,2021,11,47,6,1.0,42.68571428571429
2021-11-29,546,5095,4325,41.0,2216,8325,44.0,8.6,1.1,27.2,99.0,65.0,0.84,2021,11,48,0,0.0,42.51428571428571
2021-11-30,569,5101,4238,44.0,2168,7910,42.8,1.4,-2.8,0.0,60.0,40.0,12.23,2021,11,48,1,0.0,42.31428571428571
2021-12-01,566,5178,4306,42.8,2202,8228,45.3,4.8,-4.6,0.1,82.0,50.0,6.48,2021,12,48,2,0.0,42.385714285714286
2021-12-02,536,5181,4246,45.3,2225,8454,42.8,4.4,-1.4,0.4,89.0,29.0,11.85,2021,12,48,3,0.0,42.51428571428572
2021-12-03,537,4936,4071,42.8,2206,8302,48.7,6.8,-2.6,0.0,64.0,36.0,10.46,2021,12,48,4,0.0,42.48571428571428
2021-12-04,252,1996,1625,48.7,2383,10000,26.2,9.2,-2.2,0.0,62.0,33.0,11.07,2021,12,48,5,1.0,42.228571428571435
2021-12-05,265,1426,1290,26.2,2463,10709,41.3,11.9,-0.7,0.0,73.0,39.0,9.37,2021,12,48,6,1.0,41.542857142857144
2021-12-06,536,4990,4213,41.3,2194,8190,41.2,13.0,2.6,0.0,82.0,46.0,9.35,2021,12,49,0,0.0,41.58571428571429
2021-12-07,528,4969,4242,41.2,2201,8208,40.6,13.2,2.1,0.0,91.0,45.0,10.53,2021,12,49,1,0.0,41.18571428571429
2021-12-08,534,4970,4149,40.6,2219,8394,40.5,9.6,2.8,0.0,84.0,59.0,4.98,2021,12,49,2,0.0,40.87142857142857
2021-12-09,532,4906,4188,40.5,2224,8421,37.3,8.2,5.9,0.7,94.0,68.0,1.35,2021,12,49,3,0.0,40.18571428571429
2021-12-10,538,4779,3961,37.3,2190,8124,38.0,9.3,4.5,0.0,96.0,68.0,7.34,2021,12,49,4,0.0,39.4
2021-12-11,258,1919,1640,38.0,2413,10254,31.5,5.0,-3.5,0.0,88.0,37.0,9.67,2021,12,49,5,1.0,37.871428571428574
2021-12-12,209,1316,1191,31.5,2495,10825,33.5,1.7,-5.8,0.0,53.0,28.0,11.43,2021,12,49,6,1.0,38.628571428571426
2021-12-13,553,4866,4054,33.5,2203,8171,35.2,8.1,-0.7,0.4,91.0,47.0,6.1,2021,12,50,0,0.0,37.51428571428572
2021-12-14,541,4931,4243,35.2,2195,8171,39.7,9.6,5.5,2.9,98.0,67.0,4.11,2021,12,50,1,0.0,36.65714285714286
2021-12-15,524,4905,4173,39.7,2222,8436,35.2,9.7,4.2,0.0,89.0,38.0,7.6,2021,12,50,2,0.0,36.528571428571425
2021-12-16,552,4881,4147,35.2,2195,8191,40.4,3.3,-9.9,0.0,67.0,35.0,10.96,2021,12,50,3,0.0,35.77142857142857
2021-12-17,529,4744,3927,40.4,2166,7967,42.2,-1.9,-11.1,1.6,93.0,34.0,6.79,2021,12,50,4,0.0,36.214285714285715
2021-12-18,233,1758,1423,42.2,2305,9377,24.0,4.0,-5.7,1.4,99.0,40.0,8.82,2021,12,50,5,1.0,36.814285714285724
2021-12-19,256,1234,1132,24.0,2443,10429,39.6,11.0,-0.9,0.0,88.0,58.0,8.61,2021,12,50,6,1.0,35.74285714285715
2021-12-20,549,4937,4222,39.6,2185,8048,42.4,8.5,1.5,0.0,98.0,37.0,7.93,2021,12,51,0,0.0,36.614285714285714
2021-12-21,532,4983,4205,42.4,2188,8130,43.6,8.0,-2.4,0.0,59.0,31.0,10.21,2021,12,51,1,0.0,37.642857142857146
2021-12-22,551,4948,4136,43.6,2226,8402,49.0,8.2,-1.4,0.0,67.0,37.0,8.85,2021,12,51,2,0.0,38.2
2021-12-23,493,4716,3895,49.0,2215,8392,45.4,3.2,-6.6,0.2,82.0,60.0,2.08,2021,12,51,3,0.0,40.17142857142857
2021-12-24,487,4617,3665,45.4,2189,8142,27.2,-7.3,-14.4,0.0,51.0,31.0,11.64,2021,12,51,4,0.0,40.88571428571429
2021-12-25,227,1606,1427,27.2,2328,9478,28.2,-7.6,-15.4,0.0,52.0,31.0,11.55,2021,12,51,5,1.0,38.74285714285714
2021-12-26,193,1154,1045,28.2,2412,10217,38.1,-4.0,-12.8,0.0,81.0,40.0,6.09,2021,12,51,6,1.0,39.34285714285714
2021-12-27,539,4502,3862,38.1,2181,8051,38.1,-0.9,-8.4,0.0,90.0,58.0,4.32,2021,12,52,0,0.0,39.128571428571426
2021-12-28,534,4742,4038,38.1,2181,8049,46.7,5.5,-3.8,0.2,87.0,54.0,4.64,2021,12,52,1,0.0,38.51428571428572
2021-12-29,478,4723,3897,46.7,2189,8081,47.6,0.2,-6.7,0.0,65.0,35.0,9.14,2021,12,52,2,0.0,38.957142857142856
2021-12-30,482,4463,3678,47.6,2228,8467,39.1,-4.0,-8.8,0.0,43.0,27.0,11.7,2021,12,52,3,0.0,38.75714285714286
2021-12-31,465,4047,3245,39.1,2221,8415,22.0,1.9,-10.2,0.0,56.0,32.0,10.39,2021,12,52,4,0.0,37.857142857142854
2022-01-01,297,1281,1133,22.0,2378,9965,22.1,2.5,-4.4,0.3,83.0,40.0,8.52,2022,1,52,5,1.0,37.114285714285714
2022-01-02,254,1171,1109,22.1,2421,10360,27.9,2.3,-7.8,0.0,75.0,36.0,9.35,2022,1,52,6,1.0,36.24285714285714
2022-01-03,575,4929,4218,27.9,2197,8195,32.0,0.9,-5.1,0.0,81.0,29.0,11.3,2022,1,1,0,0.0,34.785714285714285
2022-01-04,558,5011,4335,32.0,2171,8015,30.3,1.8,-7.7,0.0,58.0,35.0,6.12,2022,1,1,1,0.0,33.91428571428572
2022-01-05,563,5001,4320,30.3,2204,8259,29.8,3.1,-5.9,0.0,62.0,31.0,11.22,2022,1,1,2,0.0,31.571428571428573
2022-01-06,556,4961,4285,29.8,2179,8041,31.4,4.4,-5.8,0.0,64.0,21.0,11.12,2022,1,1,3,0.0,29.02857142857143
2022-01-07,549,4857,4212,31.4,2192,8185,28.3,3.7,-4.9,0.0,78.0,50.0,3.68,2022,1,1,4,0.0,27.928571428571427
2022-01-08,309,1887,1709,28.3,2350,9557,21.8,5.4,-0.9,0.0,90.0,47.0,7.16,2022,1,1,5,1.0,28.82857142857143
2022-01-09,263,1268,1207,21.8,2461,10747,31.6,4.4,-3.3,0.0,84.0,40.0,7.25,2022,1,1,6,1.0,28.785714285714285
2022-01-10,563,4930,4307,31.6,2192,8049,36.0,0.3,-10.0,1.1,92.0,39.0,11.91,2022,1,2,0,0.0,29.314285714285717
2022-01-11,545,5000,4322,36.0,2203,8223,33.0,-3.9,-11.3,0.0,63.0,35.0,11.93,2022,1,2,1,0.0,29.88571428571429
2022-01-12,566,5000,4327,33.0,2174,7972,32.1,-3.3,-8.5,0.0,53.0,33.0,11.9,2022,1,2,2,0.0,30.271428571428572
2022-01-13,540,4948,4303,32.1,2172,7936,31.7,1.2,-10.0,0.0,56.0,26.0,12.1,2022,1,2,3,0.0,30.6
2022-01-14,557,4847,4218,31.7,2184,8071,26.7,1.8,-5.2,0.0,54.0,41.0,3.76,2022,1,2,4,0.0,30.642857142857142
2022-01-15,290,1841,1667,26.7,2366,9782,22.4,2.4,-6.4,0.0,79.0,31.0,11.98,2022,1,2,5,1.0,30.414285714285715
2022-01-16,248,1277,1200,22.4,2424,10426,33.9,-0.2,-9.2,0.5,83.0,38.0,8.07,2022,1,2,6,1.0,30.5
2022-01-17,564,5149,4490,33.9,2163,7889,34.3,-0.9,-9.6,0.0,62.0,28.0,12.4,2022,1,3,0,0.0,30.828571428571426
2022-01-18,565,5080,4412,34.3,2179,8051,33.1,-2.7,-7.3,1.7,88.0,52.0,2.13,2022,1,3,1,0.0,30.585714285714285
